provinceId,code,name
23,748,باشت
23,898,بهمیی
23,742,بویراحمد
23,746,چرام
23,913,دنا
23,744,سی سخت
23,743,گچساران
23,747,لنده
23,745,لیکک
23,168,مارگون
23,741,کهگیلویه
23,178,یاسوج

		
