provinceId,code,name
27,957,آمل
27,940,بابل
27,941,بابلسر
27,973,بهشهر
27,985,تنکابن
27,944,جویبار
27,945,چالوس
27,986,رامسر
27,960,ساری
27,951,سوادکوه
27,987,سوادکوه - پل سفید
27,946,سوادکوه شمالی - شیرگاه
27,947,سیمرغ - کیاکلا
27,990,عباس آباد
27,942,فریدون‌كنار
27,949,قائم شهر
27,943,گلوگاه
27,950,محمودآباد
27,435,میاندورود
27,964,نور
27,962,نوشهر
27,948,نکا
27,952,کلاردشت

		
