provinceId,code,name
21,816,ارزوییه
21,475,انار
21,803,بافت 
21,805,بردسیر
21,804,بم
21,801,جیرفت 
21,817,رابر
21,810,راور
21,444,رفسنجان
21,813,رودبارجنوب
21,917,ریگان
21,806,زرند
21,802,سیرجان
21,807,شهربابک 
21,812,عنبرآباد
21,820,فاریاب
21,818,فهرج
21,814,قلعه گنج
21,809,محمدآباد
21,815,منوجان
21,819,نرماشیر
21,800,کرمان
21,808,کهنوج
21,811,کوهبنان

		
