provinceId,code,name
2,510,ارومیه
2,514,اشنویه
2,137,باروق
2,519,بازرگان
2,535,بوکان
2,517,پلدشت
2,511,پیرانشهر
2,537,تکاب
2,903,چالدران
2,904,چایپاره
2,136,چهاربرج
2,526,خوی
2,513,سردشت
2,534,سلماس
2,515,سیه چشمه
2,536,شاهین دژ
2,518,شوط
2,516,قره ضیاءالدین
2,512,ماکو
2,520,منطقه آزاد ماکو
2,644,مهاباد
2,664,میاندوآب
2,509,نقده
