provinceId,code,name
12,876,آشخانه
12,859,اسفراین
12,869,بجنورد
12,853,جاجرم
12,857,راز و جرگلان
12,852,شیروان
12,877,فاروج
12,875,گرمه
12,790,مانه و سملقان

		
