
provinceId,code,name
16,831,ایرانشهر
16,155,بمپور
16,156,تفتان
16,833,چابهار / سیستان و بلوجستان
16,829,چابهار / مناطق آزاد
16,835,خاش 
16,157,دشتیاری
16,912,دلگان
16,839,دوست محمد
16,180,راسک
16,832,زابل
16,842,زابلی
16,830,زاهدان
16,159,زرآباد
16,840,زهک
16,834,سراوان
16,843,سرباز
16,841,سوران
16,782,سیب و سوران
16,844,فنوج
16,845,قصرقند
16,134,گلشن
16,837,گلمورتی
16,158,لاشار
16,793,مهرستان
16,847,میرجاوه
16,848,نیمروز
16,836,نیک شهر
16,849,هامون - محمدآباد
16,496,هیرمند
16,838,کنارک

		
